shop                                                        ,datetime            ,price_reg ,price_promo ,article ,name                                                                                            ,category_path
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:21 ,     9741 ,       9741 ,в217083 ,"Ликер ""Jagermeister"",  3 л"                                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:28 ,     1515 ,       1515 ,в210099 ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2022 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:35 ,      657 ,        657 ,в70394  ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2015 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:36 ,     1048 ,       1048 ,в91747  ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2016, gift box "                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:51 ,      890 ,        890 ,в96649  ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2017 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:28 ,      689 ,        689 ,в107892 ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2017, gift box "                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:29 ,     1187 ,       1187 ,в127601 ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2018, gift box "                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:58 ,     1027 ,       1027 ,в183316 ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2021 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:17 ,     1929 ,       1929 ,в232926 ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2023 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:27 ,     2087 ,       2087 ,в245837 ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2023, gift box "                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:29 ,      975 ,        975 ,в109122 ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2018 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:51 ,      847 ,        847 ,в133418 ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2019 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:21 ,     1059 ,       1059 ,в165714 ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2020 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:58 ,      656 ,        656 ,в79380  ,"Вино ""Le Grand Noir"" Chardonnay, Pays d'Oc IGP, 2016 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:59 ,     1748 ,       1748 ,в144439 ,"Вино ""Sonnental"" Riesling "                                                                  ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:01 ,      657 ,        657 ,в224868 ,"Вино ""High Roof"" Cabernet Franc "                                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:36 ,     2637 ,       2637 ,в232396 ,"Вино Luigi Bosca, Malbec, 2022 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:21:37 ,     2586 ,       2586 ,в204613 ,"Вино Luigi Bosca, Malbec, 2021 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:01 ,      921 ,        921 ,в1333   ,"Вино Luigi Bosca Malbec, 2005 "                                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:43 ,     1006 ,       1006 ,в5043   ,"Вино Luigi Bosca Malbec, 2006 "                                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:22:45 ,     1271 ,       1271 ,в5017   ,"Вино Luigi Bosca Malbec, 2007 "                                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:04 ,     1113 ,       1113 ,в7351   ,"Вино Luigi Bosca Malbec, 2008 "                                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:06 ,     1112 ,       1112 ,в18476  ,"Вино Luigi Bosca, Malbec, 2009 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:18 ,     1271 ,       1271 ,в21386  ,"Вино Luigi Bosca, Malbec, 2010 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:29 ,     1801 ,       1801 ,в30361  ,"Вино Luigi Bosca, Malbec, 2011 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:40 ,     1737 ,       1737 ,в35215  ,"Вино Luigi Bosca, Malbec, 2011, gift box "                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:51 ,     1801 ,       1801 ,в43941  ,"Вино Luigi Bosca, Malbec, 2012 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:52 ,     2119 ,       2119 ,в47352  ,"Вино Luigi Bosca, Malbec, 2012, gift box "                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:03 ,     1791 ,       1791 ,в57957  ,"Вино Luigi Bosca, Malbec, 2013 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:11 ,     2437 ,       2437 ,в58668  ,"Вино Luigi Bosca, Malbec, 2013, gift box "                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:19 ,     1589 ,       1589 ,в72118  ,"Вино Luigi Bosca, Malbec, 2014 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:23 ,     2119 ,       2119 ,в74819  ,"Вино Luigi Bosca, Malbec, 2014, gift box "                                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:24 ,     1632 ,       1632 ,в89530  ,"Вино Luigi Bosca, Malbec, 2015 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:08 ,     2109 ,       2109 ,в123077 ,"Вино Luigi Bosca, Malbec, 2017 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:10 ,     2989 ,       2989 ,в165713 ,"Вино Luigi Bosca, Malbec, 2019 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:11 ,     2586 ,       2586 ,в185578 ,"Вино Luigi Bosca, Malbec, 2020 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:14 ,     2131 ,       2131 ,в138212 ,"Вино Luigi Bosca, Malbec, 2018 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:43 ,     1738 ,       1738 ,в103964 ,"Вино Luigi Bosca, Malbec, 2016 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:01 ,      730 ,        730 ,в71268  ,"Виски ""Barclays"" Blended Scotch Whisky,  200 мл"                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:02 ,     1456 ,       1456 ,в71269  ,"Виски ""Barclays"" Blended Scotch Whisky,  0.5 л"                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:04 ,     1847 ,       1847 ,в71270  ,"Виски ""Barclays"" Blended Scotch Whisky,  0.7 л"                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:07 ,     2712 ,       2712 ,в79091  ,"Виски ""Barclays"" Blended Scotch Whisky,  1 л"                                                ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:48 ,      149 ,        149 ,в156961 ,"Виски ""Barclays"" Blended Scotch Whisky,  50 мл"                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:09 ,     1801 ,       1801 ,в212437 ,"Вино ""La Linda"" Malbec, 2022 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:11 ,     1155 ,       1155 ,в117622 ,"Вино Malbec Finca ""La Linda"", 2018 "                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:22 ,     1346 ,       1346 ,в167388 ,"Вино Malbec Finca ""La Linda"", 2020 "                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:31 ,      974 ,        974 ,в1334   ,Вино Malbec Finca La Linda 2006                                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:41 ,      508 ,        508 ,в4883   ,Вино Malbec Finca La Linda 2008                                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:51 ,      624 ,        624 ,в7347   ,Вино Malbec Finca La Linda 2009                                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:52 ,      773 ,        773 ,в15690  ,"Вино Malbec Finca ""La Linda"", 2010 "                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:23:59 ,     1070 ,       1070 ,в21294  ,"Вино Luigi Bosca, Malbec Finca ""La Linda"", 2011 "                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:09 ,      942 ,        942 ,в42803  ,"Вино Luigi Bosca, Malbec Finca ""La Linda"", 2013 "                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:16 ,      942 ,        942 ,в64658  ,"Вино Luigi Bosca, Malbec Finca ""La Linda"", 2014 "                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:24 ,     1049 ,       1049 ,в88066  ,"Вино Malbec Finca ""La Linda"", 2016 "                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:08 ,     1049 ,       1049 ,в104202 ,"Вино Malbec Finca ""La Linda"", 2017 "                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:10 ,     1059 ,       1059 ,в142932 ,"Вино Malbec Finca ""La Linda"", 2019 "                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:12 ,     1346 ,       1346 ,в185355 ,"Вино ""La Linda"" Malbec, 2021 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:51 ,     1988 ,       1988 ,в235574 ,"Вино ""La Linda"" Malbec, 2023 "                                                               ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:12 ,      773 ,        773 ,в30362  ,"Вино Malbec Finca ""La Linda"", 2012 "                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:26 ,      942 ,        942 ,в73498  ,"Вино Malbec Finca ""La Linda"", 2015 "                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:38 ,     1201 ,       1201 ,в160493 ,"Вино Peter Mertes, ""Light House"" Cabernet Sauvignon Alcoholfree "                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:41 ,      112 ,        112 ,в172307 ,"Сок ""Рич"" Персик, нектар, в стеклянной бутылке,  200 мл"                                     ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:41 ,      112 ,        112 ,в172305 ,"Сок ""Рич"" Томат, в стеклянной бутылке,  200 мл"                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:09 ,     5283 ,       5283 ,в7462   ,Херес Valdespino Pedro Ximenez El Candado                                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:10 ,     1101 ,       1101 ,в9276   ,"Херес Valdespino Pedro Ximenez El Candado,  375 мл"                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:40 ,      486 ,        486 ,в39942  ,"Водка ""Бульбашъ Гринлайн"" Мягкая,  0.5 л"                                                    ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:24:40 ,      274 ,        274 ,в141268 ,"Водка ""Бульбашъ Гринлайн"" Мягкая,  200 мл"                                                   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:28 ,      571 ,        571 ,в232301 ,"Водка ""Бульбашъ Гринлайн"" Мягкая,  0.7 л"                                                    ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:30 ,     1008 ,       1008 ,в109149 ,"Вино Peter Mertes, ""Freetime"" Merlot "                                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:29 ,     1350 ,       1350 ,в220243 ,"Вино ""Monfort Village"" Carignan, 2020 "                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:30 ,     1324 ,       1324 ,в234052 ,"Вино ""Monfort Village"" Carignan, 2021 "                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:52 ,     1522 ,       1522 ,в251881 ,"Вино ""Monfort Village"" Carignan, 2023 "                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:32 ,     1176 ,       1176 ,в34398  ,"Вино Badagoni, Saperavi "                                                                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:52 ,      337 ,        337 ,в123431 ,"Вино Badagoni, Saperavi,  187 мл"                                                              ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:13 ,      632 ,        632 ,в181518 ,"Вино Cellier des Dauphins, ""Prestige"" Blanc, Mediterranee IGP,  250 мл"                      ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:13 ,     1352 ,       1352 ,в144133 ,"Вино ""Нар Баги"" Гранатовое "                                                                 ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:24 ,     1774 ,       1774 ,в144440 ,"Вино ""Sonnental"" Gewurztraminer "                                                            ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:36 ,      105 ,        105 ,в226032 ,"Подарочная упаковка Gift New Year's Bag for 1 bottle of wine, Christmas Tree and Bullfinch "   ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:27 ,      345 ,        345 ,в105702 ,"Пиво ""Доктор Фауст"" Блонд,  0.75 л"                                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:37 ,      164 ,        164 ,в120025 ,"Пиво ""Доктор Фауст"" Блонд,  375 мл"                                                          ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:46 ,      373 ,        373 ,в146178 ,"Пиво ""Einsiedler"" Weissbier,  0.5 л"                                                         ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:51 ,     4695 ,       4695 ,в193289 ,"Ром ""Legendario"" Ronsse,  0.7 л"                                                             ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:12 ,     1838 ,       1838 ,в216834 ,"Вино ""Le Grand Noir"" Pinot Noir, Pays d'Oc IGP, 2022 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:25:50 ,      890 ,        890 ,в105567 ,"Вино ""Le Grand Noir"" Pinot Noir, Pays d'Oc IGP, 2017 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:11 ,     1346 ,       1346 ,в190084 ,"Вино ""Le Grand Noir"" Pinot Noir, Pays d'Oc IGP, 2021 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:25 ,      657 ,        657 ,в70393  ,"Вино ""Le Grand Noir"" Pinot Noir, Pays d'Oc IGP, 2015 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:36 ,      677 ,        677 ,в79374  ,"Вино ""Le Grand Noir"" Pinot Noir, Pays d'Oc IGP, 2016 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:39 ,      975 ,        975 ,в125157 ,"Вино ""Le Grand Noir"" Pinot Noir, Pays d'Oc IGP, 2018 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:40 ,      847 ,        847 ,в136967 ,"Вино ""Le Grand Noir"" Pinot Noir, Pays d'Oc IGP, 2019 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:42 ,     1165 ,       1165 ,в165712 ,"Вино ""Le Grand Noir"" Pinot Noir, Pays d'Oc IGP, 2020 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:52 ,     1654 ,       1654 ,в243726 ,"Вино ""Le Grand Noir"" Pinot Noir, Pays d'Oc IGP, 2023 "                                       ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
"Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 " ,2025-02-04 23:26:56 ,      932 ,        932 ,в188178 ,"Водка Стрижамент, Самогон крафтовый ""Фейхоа"",  0.5 л"                                        ,"От Winestyle|Из ТТ Санкт-Петербург, 15-я линия Васильевского Острова, д. 58 | Все"
